Id,Sentiment,Text Tweet,Preprocessed,synthetic
34,0,"Memang malah kelihatan aneh kalau ada film besutan Marvel yang ga ada post-credit scene nya,kaya film yg habis saya tonton,#Logan.",aneh film besut marvel ga post credit scene kaya film habis tonton log,True
96,0,Buried ini film budget termurah dengan tingkat depresi tertinggi,buried film budget murah depresi tinggi,True
126,1,Tp rasa bangga-nya pasti akan berkali2 lipat kalo film perdananya bisa meledak di pasaran dan tercatat menjadi film terlaris.,bangga berkali2 lipat film perdana ledak pasar catat film laris,True
118,1,"Nonton Get Out bener2 gk punya ekspektasi apa2, cuma tertarik karna ini filmnya Jordan Peele, dan puas!! Keren parah, film sakit jiwa ini.",nonton get out bener2 gk ekspektasi apa2 tarik karna film jordan peele puas keren parah film sakit jiwa,True
48,0,"Aku takut kecewa nonton film Danur, takut ga sesuai ekspetasi ketika di buku. Mikir panjang, serius.",takut kecewa nonton film danur takut ga ekspetasi buku mikir serius,True
89,0,"Agak kecewa sama film Danur, diluar ekspektasi :(",kecewa film danur luar ekspektasi,True
117,1,nah ini. coba nonton filmnya deh. asik parah ,coba nonton film asik parah,True
129,1,Dari awal sampe akhir kagum banget sama film the guys raditya dkk kocak banget @cinema21 @sorayafilms #21TheGuysQuiz,sampe kagum film raditya dkk kocak 21theguysquiz,True
16,0,"Habis nonton the guys, entah kenapa aku sedikit kecewa nonton film ini.. Dibanding film sebelumnya kok ini anjlok ya",habis nonton kecewa nonton film banding film anjlok,True
189,1,Kartini... pemamarannya sangat sederhana dan apa adanya yang justru membuat film ini sangat enak untuk dinikmati @Hanungbramantyo,kartini pemamarannya sederhana film enak nikmat,True
192,1,Film Kartini *sangat niat banget lihat film ini dan keren sekali dimana banyak scene2 yg sy harus menitikkan air mata #filmkartini #kartini ,film kartini niat lihat film keren scene2 titik air mata filmkartini kartini,True
191,1,"baru nonton Kartini, salah satu film nasional yg sangat recommended untuk ditonton. saya nangis, campur aduk rasanya :'')",nonton kartini film nasional recommended tonton nang campur aduk,True
69,0,Gw ekspektasinya film ini punya kekuatan narasi yg gw bisa jadiin motivasi. Tp kalimat inspiratifnya kurang banyak hehehe,gw ekspektasinya film kuat narasi gw jadiin motivasi kalimat inspiratifnya hehehe,True
22,0,"Jelek ah jelek Pantas film Dimension tidak pernah dirilis, akting kamu begini ternyata /ga ",jelek jelek film dimension rilis akting ga,True
93,0,Ternyata ending film kamar 207 jelekk,ending film kamar 207 jelekk,True
195,1,Menurutku danur bagus dan cukup bangga dengan film horor hasil karya bangsa ini,turut danur bagus bangga film horor karya bangsa,True
76,0,Ini film apa dah. Baru mulai udh bgni-_- jijk,film bgni jijk,True
154,1,Ini salah satu film yg simple tapi hasilnya luarbiasa. Ga aneh film #GetOut dapet critical acclaim.,film simple hasil luarbiasa ga aneh film getout dapet critical acclaim,True
144,1,Barusan bgt kelar nntn @filmziarah film lokal pertama yg gue tonton dan berhasil bikin nangis @bewe_bw speechless liat aktingnya @alitalit_,barusan kelar nntn film lokal tonton hasil nang speechless liat akting,True
179,1,"Masih belun moveon dari #CriticalEleven dan ini bikin saya belajar satu hal. Buku yg diadaptasi ke film, gak bisa kita samakan kualitasnya",bun moveon criticaleleven ajar buku adaptasi film gak sama kualitas,True
86,0,"Intinya, kmren kecewa bgt sama @cinema21 krna mmbiarkan anak kecil nnton film dewasa & jam tayang malam (20.30 WIB) pula #CriticalEleven",inti kmren kecewa krna mmbiarkan anak nnton film dewasa jam tayang malam 20 30 criticaleleven,True
185,1,"Film The Guys wajib ditonton bagi kamu yang sayang orang tua, sahabat yang baik, creatif dan cinta kebebasan. Kereen bgt kak @radityadika",film wajib tonton sayang tua sahabat creatif cinta bebas kereen kak,True
29,0,"Kecewa berat sama film Power Rangers, dibawah ekspektasi banget ",kecewa film power rangers bawah ekspektasi,True
69,0,Gw ekspektasinya film ini punya kekuatan narasi yg gw bisa jadiin motivasi. Tp kalimat inspiratifnya kurang banyak hehehe,gw ekspektasinya film kuat narasi gw jadiin motivasi kalimat inspiratifnya hehehe,True
47,0,"Semalam nonton film ini, paginya ane download, malem langsung nonton.. ane smpai begadang.. hasilnya? Ane Kecewa... http://fb.me/13sZi5lbC ",malam nonton film pagi download malem nonton begadang hasil kecewa,True
94,0,Filmnya aja ngehek...... ini seriesnya ngehek juga ga,film ngehek seriesnya ngehek ga,True
190,1,Abis ntn film Kartini. Bnr2 menginspirasi dan makin membuka pikiran.,ntn film kartini bnr2 inspirasi buka pikir,True
197,1,637.000 waw ini sangat keren flm horor dng jumlah penonton segini dlm waktu 4 hari @prillybie @danurmovie,637 000 waw keren flm horor dng tonton gin dlm 4,True
144,1,Barusan bgt kelar nntn @filmziarah film lokal pertama yg gue tonton dan berhasil bikin nangis @bewe_bw speechless liat aktingnya @alitalit_,barusan kelar nntn film lokal tonton hasil nang speechless liat akting,True
176,1,"Film yang keren, pemainnya menggembirakan meski banyak penonton menangis. #kartini",film keren main gembira tonton menang kartini,True
85,0,"Pernah novel favorit di filmkan & hasilnya bikin kecewa parah. Tp dari teaser #CriticalEleven saya yakin, team CE serius sama film ini",novel favorit film hasil kecewa parah teaser criticaleleven team ce serius film,True
39,0,karena ga respect kelakuan si dian sastro ...film itu jadi hambar.... ga bermutu...!!! ,ga respect laku dian sastro film hambar ga mutu,True
100,0,ga bakal gua nonton film setan indonesia thur. mengecewakan semua. murahan cuma ngandelin sex,ga nonton film setan indonesia thur kecewa murah ngandelin sex,True
33,0,The mummy film yg terasa mulai aneh sejak pertengahan filmnya #mummy,mummy film aneh tengah film mummy,True
101,1,"Keren bang flm lo @radityadika persahabatan, keluarga dan cinta kentel banget. Tokoh pemain pas semua keren bang",keren flm sahabat keluarga cinta kentel tokoh main keren,True
23,0,duh ini film ribet banget ...,duh film ribet,True
10,0,#TheMummy 2017 adalah film yang paling memgecewakan saya selama hidup. Yah padahal sy udh berekspektasi tinggi dan suka bgt mesir kuno.,themummy 2017 film memgecewakan berekspektasi suka mesir kuno,True
69,0,Gw ekspektasinya film ini punya kekuatan narasi yg gw bisa jadiin motivasi. Tp kalimat inspiratifnya kurang banyak hehehe,gw ekspektasinya film kuat narasi gw jadiin motivasi kalimat inspiratifnya hehehe,True
100,0,ga bakal gua nonton film setan indonesia thur. mengecewakan semua. murahan cuma ngandelin sex,ga nonton film setan indonesia thur kecewa murah ngandelin sex,True
34,0,"Memang malah kelihatan aneh kalau ada film besutan Marvel yang ga ada post-credit scene nya,kaya film yg habis saya tonton,#Logan.",aneh film besut marvel ga post credit scene kaya film habis tonton log,True
180,1,"Sudah nonton Critical Eleven. Menyenangkan kok, masuk kategori film Indonesia yang wajib tonton lah.",nonton critical eleven senang kategori film indonesia wajib tonton,True
138,1,"90.4| Film ""Kartini"" bisa ditonton oleh semua umur. Karena film ini selain menghibur juga mendidik dan menginspirasi #FFF",90 4 film kartini tonton umur film hibur didik inspirasi fff,True
147,1,minggu lalu nonton #DANUR mau review seneng juga sih film horror Indonesia sudah bagus lagi @CenayangFilm @ScreenSaversID,nonton danur review neng film horror indonesia bagus,True
186,1,"Film The guys nya keren abiss bang @radityadika . Lucu dapet, romance nya dapet, dan sedih nya juga dapet.",film keren abiss lucu dapet romance dapet sedih dapet,True
96,0,Buried ini film budget termurah dengan tingkat depresi tertinggi,buried film budget murah depresi tinggi,True
1,0,Jelek filmnya... apalagi si ernest gak mutu bgt actingnya... film sampah,jelek film ernest gak mutu actingnya film sampah,True
69,0,Gw ekspektasinya film ini punya kekuatan narasi yg gw bisa jadiin motivasi. Tp kalimat inspiratifnya kurang banyak hehehe,gw ekspektasinya film kuat narasi gw jadiin motivasi kalimat inspiratifnya hehehe,True
4,0,Ane ga suka fast and furious..menurutku kok jelek ya tu film,ga suka fast and furious turut jelek film,True
16,0,"Habis nonton the guys, entah kenapa aku sedikit kecewa nonton film ini.. Dibanding film sebelumnya kok ini anjlok ya",habis nonton kecewa nonton film banding film anjlok,True
24,0,"Dgn durasi film yg tll panjang, alur yg datar, akhirnya stlh #CriticalEleven selesai sy keluar dgn pertanyaan: ini masalahnya apa sih?",durasi film alur datar stlh criticaleleven selesai,True
80,0,Semoga ga busuk kyk film yg pertama,moga ga busuk kyk film,True
2,0,Film king Arthur ini film paling jelek dari seluruh cerita King Arthur ,film king arthur film jelek cerita king arthur,True
128,1,"film indonesia terbaik tahun lalu yang saya tonton. #ziarah diputar di bioskop 18 mei 2017. catat di hape, tonton di hari pertamanya.",film indonesia baik tonton ziarah putar bioskop 18 mei 2017 catat hape tonton pertama,True
160,1,"Permintaan terbuka untuk warganet Indonesia. Jikalau ada waktu + kesempatan, tontonlah film ""Ziarah"". Salah satu yg terbaik yg pernah ada~ ",minta buka warganet indonesia tonton film ziarah baik,True
84,0,Kecewa banyak deh pkoknya.. Setidaknya mslh jam tayang bs aja ngertiin tp klu film di cut itu yg g bs dingertiin #KaulahTakdirkuMembelamu,kecewa pkoknya mslh jam tayang ngertiin klu film cut g dingertiin kaulahtakdirkumembelamu,True
152,1,Trust me. #GetOut itu tipe film paling nyaman dinikmati saat kita gak tau sama sekali filmnya mau kemana. Kalau sudah baca sana-sini ya beda,trust me getout tipe film nyaman nikmat gak tau film baca beda,True
140,1,"Pengerjaan film #Kartini terasa sangat sungguh2. Baik dari pemain maupun produksi. Selamat ya, Mas @Hanungbramantyo",kerja film kartini sungguh2 main produksi selamat,True
178,1,ASTAGAH! FILM FAVORIT KELUAR LAGI LANJUTANNYA. ,astagah film favorit lanjut,True
163,1,#filmkartini @Hanungbramantyo sangat layak utk diapresiasi tinggi. Tak ada gading yg tak retak. Tp cuma retak samar. Film ini BAGUS!,filmkartini layak apresiasi gading retak retak samar film bagus,True
124,1,Dan akhirnya setelah nunggu setahun mulai juga ni film #KantiniDHijabers,nunggu tahun ni film kantinidhijabers,True
33,0,The mummy film yg terasa mulai aneh sejak pertengahan filmnya #mummy,mummy film aneh tengah film mummy,True
161,1,"Sampai hari ini, aku masih terngiang2 Film Critical Eleven, ya Tuhan. Betapa aku banyak belajar dr menonton itu. Hemmmm",terngiang2 film critical eleven tuhan betapa ajar tonton hemmmm,True
189,1,Kartini... pemamarannya sangat sederhana dan apa adanya yang justru membuat film ini sangat enak untuk dinikmati @Hanungbramantyo,kartini pemamarannya sederhana film enak nikmat,True
179,1,"Masih belun moveon dari #CriticalEleven dan ini bikin saya belajar satu hal. Buku yg diadaptasi ke film, gak bisa kita samakan kualitasnya",bun moveon criticaleleven ajar buku adaptasi film gak sama kualitas,True
171,1,"Gk nysel aku bg, uda ntn vlog mu yang the guys dri awal smpe akhir, dan akhrnya terbayarkan sama film mu bang kern kli @radityadika seriusan",gk nysel bg uda ntn vlog mu dri smpe akhrnya bayar film mu kern kli serius,True
101,1,"Keren bang flm lo @radityadika persahabatan, keluarga dan cinta kentel banget. Tokoh pemain pas semua keren bang",keren flm sahabat keluarga cinta kentel tokoh main keren,True
12,0,awal bulan ini nonton dua film Indonesia di bioskop: kartini dan critical eleven. penggambaran kartini dan ale juga anya terlalu lemah. :( ,nonton film indonesia bioskop kartini critical eleven gambar kartini ale anya lemah,True
67,0,"Banyak yang bilang, film ini jelek. Daur ulang yang gagal. Di imdb dan ratattote aja ratingnya anjlok. Tp menurutku, aku suka sama film ini",bilang film jelek daur ulang gagal imdb ratattote ratingnya anjlok turut suka film,True
65,0,jijik banget sama film ini. apalagi pas dia jadi kelinci gede-_- nightmare parah. https://t.co/eDoiFuS8P5,jijik film kelinci gede nightmare parah,True
161,1,"Sampai hari ini, aku masih terngiang2 Film Critical Eleven, ya Tuhan. Betapa aku banyak belajar dr menonton itu. Hemmmm",terngiang2 film critical eleven tuhan betapa ajar tonton hemmmm,True
168,1,nih film komedi lucu bangt bahasa jawa https://t.co/46I52na21l https://t.co/TopkrZd0DZ,film komedi lucu bangt bahasa jawa,True
74,0,"Abis nonton King Arthur. Temen gw pesen, sblm nonton ""loh, itu film jelek katanya"" jgn selalu percaya ama pesen yg ada unsur ""KATANYA"" ..",nonton king arthur temen gw sen sblm nonton film jelek jgn percaya sen unsur,True
43,0,Ini gue nonton film homo aja rumit bener,nonton film homo rumit bener,True
44,0,Sayang banget ketika ada film lokal yang bagus tapi budgetnya kurang jadi layar yang bisa di tonton jadi terbatas banget. sayang banget,sayang film lokal bagus budgetnya layar tonton batas sayang,True
29,0,"Kecewa berat sama film Power Rangers, dibawah ekspektasi banget ",kecewa film power rangers bawah ekspektasi,True
141,1,Lapor mbah @CenayangFilm film ini keren. Worth to watch. Syukur2 bisa instrospeksi diri abis nonton.,lapor mbah film keren worth watch syukur2 instrospeksi nonton,True
12,0,awal bulan ini nonton dua film Indonesia di bioskop: kartini dan critical eleven. penggambaran kartini dan ale juga anya terlalu lemah. :( ,nonton film indonesia bioskop kartini critical eleven gambar kartini ale anya lemah,True
95,0,Kurang suka sama film #pesbukers cewe2 terllu terbuka penampilannya. Kurang baik klo di tonton anak kecil,suka film pesbukers cewe2 terllu buka tampil klo tonton anak,True
46,0,jadi gue nonton The Mummy ini karena seseorang bilang film nya bagus. tapi kemudian setelah keluar dari bioskop merasa menyesal...,nonton mummy bilang film bagus bioskop sesal,True
130,1,"Papa mama aku juga ikut nonton , mereka termasuk critical sm Film Indonesia,mereka blg film ini Bagus sekali :) terimakasi @Hanungbramantyo",papa mama nonton critical film indonesia blg film bagus terimakasi,True
35,0,Film norak!!!! ,film norak,True
81,0,Flm apa ini :) arah dan tujuannya nggak jelas.. Nyesel download ! Sabar... Ini ujian ! — menonton Hangout Film,flm arah tuju nyesel download sabar uji tonton hangout film,True
90,0,Ancur bgt itu film. Jelekk,ancur film jelekk,True
8,0,Kecewa parah sama film the guys. Dear @radityadika sorry to say this.,kecewa parah film dear sorry say this,True
93,0,Ternyata ending film kamar 207 jelekk,ending film kamar 207 jelekk,True
154,1,Ini salah satu film yg simple tapi hasilnya luarbiasa. Ga aneh film #GetOut dapet critical acclaim.,film simple hasil luarbiasa ga aneh film getout dapet critical acclaim,True
90,0,Ancur bgt itu film. Jelekk,ancur film jelekk,True
162,1,habis liat Film kartini yg luar biasa...pemikiran dan gerakan kartini hrs di lanjutkan,habis liat film kartini pikir gera kartini lanjut,True
115,1,#DANUR film horor Indonesia terlaris sepanjang masa dengan 2.690.000 penonton sejak tayang 30 Maret 2017. #ManojPunjabi #DanurMovie,danur film horor indonesia laris 2 690 000 tonton tayang 30 maret 2017 manojpunjabi danurmovie,True
105,1,#RomanHarusBertahan bangga menyukai film yg mengandung bnyak makna sperti ini.. @RompisRepost @LayarDrama_RCTI,romanharusbertahan bangga suka film kandung makna sperti,True
135,1,Kalo belom nonton Kartini harus banget sih nonton! Sama film korea judulnya Obsessed tp 18+++ huehe (),bom nonton kartini nonton film korea judul obsessed 18 huehe,True
196,1,Fargo juga adaptasi dari film yang cukup berhasil. Season 1-nya the best! https://t.co/tkEEK3Evs9,fargo adaptasi film hasil season 1 best,True
58,0,"Netizen membatalkan nonton film ""Kartini"" gara-gara kelakuan @therealDiSastr. http://bit.ly/2o2iRPY",netizen batal nonton film kartini gara gara laku,True
114,1,"thank you buat mas @awisuryadi dan tim yg uda buat Danur. film nya keren banget.buat tmn2 yg belum nonton, silakan ditonton. rekomended.",thank you tim uda danur film keren tmn2 nonton sila tonton rekomended,True
75,0,Kadang lebih gampang nilai film jelek ketimbang nilai film bagus. Mbuh.,kadang gampang nilai film jelek ketimbang nilai film bagus,True
157,1,"Film Kartini bagus banget, sebelah saya sampe nangis, artinya film ini mampu memberikan keresahan pada penontonnya.",film kartini bagus belah sampe nang film resah tonton,True
120,1,"Cek tread ini aja, Film gak terkenal yang ternyata asik di tonton - https://kask.us/hezsL  banyak nemu film bagus disini.",cek tread film gak kenal asik tonton nemu film bagus,True
164,1,"Di Film Danur, justru yang membuat saya terkesan sosok Asih. Expresi yang datar, tanpa kata membuat penasaran,... http://fb.me/1uxomgQjS",film danur kes sosok asih expresi datar penasaran,True
21,0,"Film King Arthur itu tidak jelek namun juga tidak bagus. Biasa saja, cenderung mudah dilupakan.",film king arthur jelek bagus cenderung mudah lupa,True
164,1,"Di Film Danur, justru yang membuat saya terkesan sosok Asih. Expresi yang datar, tanpa kata membuat penasaran,... http://fb.me/1uxomgQjS",film danur kes sosok asih expresi datar penasaran,True
138,1,"90.4| Film ""Kartini"" bisa ditonton oleh semua umur. Karena film ini selain menghibur juga mendidik dan menginspirasi #FFF",90 4 film kartini tonton umur film hibur didik inspirasi fff,True
101,1,"Keren bang flm lo @radityadika persahabatan, keluarga dan cinta kentel banget. Tokoh pemain pas semua keren bang",keren flm sahabat keluarga cinta kentel tokoh main keren,True
152,1,Trust me. #GetOut itu tipe film paling nyaman dinikmati saat kita gak tau sama sekali filmnya mau kemana. Kalau sudah baca sana-sini ya beda,trust me getout tipe film nyaman nikmat gak tau film baca beda,True
192,1,Film Kartini *sangat niat banget lihat film ini dan keren sekali dimana banyak scene2 yg sy harus menitikkan air mata #filmkartini #kartini ,film kartini niat lihat film keren scene2 titik air mata filmkartini kartini,True
177,1,"RT @GreatBos: Jarang nonton movie Indonesia Tapi. Yang judulnya Syahadat Cinta, bagus Pemirsa, Recommended .. Jalan ceritanya SERU! .. Hoo…",jarang nonton movie indonesia judul syahadat cinta bagus pirsa recommended cerita seru hoo,True
99,0,"Film danur nggak seperti novelnya. Harapan lebih serem ternyata cuman bikin boring. Sorry teh, tapi novelnya lebih bagus :)",film danur novel harap rem cuman boring sorry teh novel bagus,True
36,0,adanya film critical eleven ini jadi merusak image Ale Anya di kepalaku :(,film critical eleven rusak image ale anya kepala,True
96,0,Buried ini film budget termurah dengan tingkat depresi tertinggi,buried film budget murah depresi tinggi,True
152,1,Trust me. #GetOut itu tipe film paling nyaman dinikmati saat kita gak tau sama sekali filmnya mau kemana. Kalau sudah baca sana-sini ya beda,trust me getout tipe film nyaman nikmat gak tau film baca beda,True
151,1,Berikut 5 film horor Indonesia berpendapatan tinggi dalam 10 tahun terakhir. Dapatkan tiket @DanurMovie di http://bit.ly/belidanur,5 film horor indonesia dapat 10 dapat tiket,True
190,1,Abis ntn film Kartini. Bnr2 menginspirasi dan makin membuka pikiran.,ntn film kartini bnr2 inspirasi buka pikir,True
37,0,"#FactRica ~ kurang suka sama film-film romantis, karena endingnya pasti jadian",factrica suka film film romantis endingnya jadi,True
12,0,awal bulan ini nonton dua film Indonesia di bioskop: kartini dan critical eleven. penggambaran kartini dan ale juga anya terlalu lemah. :( ,nonton film indonesia bioskop kartini critical eleven gambar kartini ale anya lemah,True
113,1,"Agak kebanyakan nangis2nya untuk selera saya, tapi secara keseluruhan sy kagum dengan film #Kartini.",banyak nangis2nya selera kagum film kartini,True
183,1,Lebih suka film yang bentar tapi menarik #DhikeFact,suka film bentar tarik dhikefact,True
13,0,"Nonton film #Kartini miris , ternyata di jaman itu dan jaman sekarang bangsa kita tetap bodoh, Serakah, Gila kawin .. IRONIS !! #CelotehPagi",nonton film kartini miris jaman jaman bangsa bodoh serakah gila kawin ironis celotehpagi,True
23,0,duh ini film ribet banget ...,duh film ribet,True
99,0,"Film danur nggak seperti novelnya. Harapan lebih serem ternyata cuman bikin boring. Sorry teh, tapi novelnya lebih bagus :)",film danur novel harap rem cuman boring sorry teh novel bagus,True
105,1,#RomanHarusBertahan bangga menyukai film yg mengandung bnyak makna sperti ini.. @RompisRepost @LayarDrama_RCTI,romanharusbertahan bangga suka film kandung makna sperti,True
30,0,Bahas soal film yang diangkat dari novel rasanya kalo di bikin film kurang puas aja gitu,bahas film angkat novel film puas,True
17,0,Yang udah nonton film Alien kok pada kecewa ya. Jadi ragu buat nonton.,nonton film alien kecewa ragu nonton,True
113,1,"Agak kebanyakan nangis2nya untuk selera saya, tapi secara keseluruhan sy kagum dengan film #Kartini.",banyak nangis2nya selera kagum film kartini,True
62,0,"@askmenfess Film yang bikin emosional, bener-bener nyedot emosi.",film emosional bener bener nyedot emosi,True
84,0,Kecewa banyak deh pkoknya.. Setidaknya mslh jam tayang bs aja ngertiin tp klu film di cut itu yg g bs dingertiin #KaulahTakdirkuMembelamu,kecewa pkoknya mslh jam tayang ngertiin klu film cut g dingertiin kaulahtakdirkumembelamu,True
112,1,Saya suka video @YouTube http://youtu.be/JxTmtJ0Fc2U?a  TRAILER FILM THE GUYS (di bioskop 13 April 2017),suka video trailer film bioskop 13 april 2017,True
86,0,"Intinya, kmren kecewa bgt sama @cinema21 krna mmbiarkan anak kecil nnton film dewasa & jam tayang malam (20.30 WIB) pula #CriticalEleven",inti kmren kecewa krna mmbiarkan anak nnton film dewasa jam tayang malam 20 30 criticaleleven,True
141,1,Lapor mbah @CenayangFilm film ini keren. Worth to watch. Syukur2 bisa instrospeksi diri abis nonton.,lapor mbah film keren worth watch syukur2 instrospeksi nonton,True
187,1,"41 Vlog dan nunggu 22 hari setelah tanggal rilis baru nonton, kece banget, cerita yang tak tertebak sama sekali. Film THE GUYS @radityadika",41 vlog nunggu 22 rilis nonton kece cerita tebak film,True
19,0,Ini film yang bilang bagus...Kelompoknya doang. Yang kasih penghargaan juga dia2 aj. waktu nonton ternyata jelek.,film bilang bagus kelompok doang kasih harga dia2 nonton jelek,True
177,1,"RT @GreatBos: Jarang nonton movie Indonesia Tapi. Yang judulnya Syahadat Cinta, bagus Pemirsa, Recommended .. Jalan ceritanya SERU! .. Hoo…",jarang nonton movie indonesia judul syahadat cinta bagus pirsa recommended cerita seru hoo,True
100,0,ga bakal gua nonton film setan indonesia thur. mengecewakan semua. murahan cuma ngandelin sex,ga nonton film setan indonesia thur kecewa murah ngandelin sex,True
140,1,"Pengerjaan film #Kartini terasa sangat sungguh2. Baik dari pemain maupun produksi. Selamat ya, Mas @Hanungbramantyo",kerja film kartini sungguh2 main produksi selamat,True
189,1,Kartini... pemamarannya sangat sederhana dan apa adanya yang justru membuat film ini sangat enak untuk dinikmati @Hanungbramantyo,kartini pemamarannya sederhana film enak nikmat,True
147,1,minggu lalu nonton #DANUR mau review seneng juga sih film horror Indonesia sudah bagus lagi @CenayangFilm @ScreenSaversID,nonton danur review neng film horror indonesia bagus,True
76,0,Ini film apa dah. Baru mulai udh bgni-_- jijk,film bgni jijk,True
9,0,Banyak yg kecewa abis nonton film ini :(,kecewa nonton film,True
199,1,Film yg amat menarik. Kisah cinta & kesetiaan yg disajikan secara tidak biasa. Bikin kgn nenek. Recomended movie @filmziarah #meiberziarah,film tarik kisah cinta setia saji kgn nenek recomended movie meiberziarah,True
28,0,ogah nonton lagi saya. Kecewa ama itu film ,nonton kecewa film,True
128,1,"film indonesia terbaik tahun lalu yang saya tonton. #ziarah diputar di bioskop 18 mei 2017. catat di hape, tonton di hari pertamanya.",film indonesia baik tonton ziarah putar bioskop 18 mei 2017 catat hape tonton pertama,True
52,0,Sebenarnya gamau berekspektasi tinggi sih dari sebuah film yang diangkat dr buku. Biasanya malah kecewa :(,gamau berekspektasi film angkat buku kecewa,True
83,0,Kurang mengerti sama film nya the mummy..,erti film mummy,True
111,1,"Tentang Get Out. kalo masih ada, cepetan nonton. mending nonton ini dulu daripada Fast Furious 8 http://tz.ucweb.com/4_OaOo ",get out cepetan nonton mending nonton fast furious 8,True
144,1,Barusan bgt kelar nntn @filmziarah film lokal pertama yg gue tonton dan berhasil bikin nangis @bewe_bw speechless liat aktingnya @alitalit_,barusan kelar nntn film lokal tonton hasil nang speechless liat akting,True
117,1,nah ini. coba nonton filmnya deh. asik parah ,coba nonton film asik parah,True
69,0,Gw ekspektasinya film ini punya kekuatan narasi yg gw bisa jadiin motivasi. Tp kalimat inspiratifnya kurang banyak hehehe,gw ekspektasinya film kuat narasi gw jadiin motivasi kalimat inspiratifnya hehehe,True
99,0,"Film danur nggak seperti novelnya. Harapan lebih serem ternyata cuman bikin boring. Sorry teh, tapi novelnya lebih bagus :)",film danur novel harap rem cuman boring sorry teh novel bagus,True
140,1,"Pengerjaan film #Kartini terasa sangat sungguh2. Baik dari pemain maupun produksi. Selamat ya, Mas @Hanungbramantyo",kerja film kartini sungguh2 main produksi selamat,True
25,0,"Banyak adegan penting yang di potong, jadinya merusak film itu sendiri ",adegan potong rusak film,True
180,1,"Sudah nonton Critical Eleven. Menyenangkan kok, masuk kategori film Indonesia yang wajib tonton lah.",nonton critical eleven senang kategori film indonesia wajib tonton,True
123,1,Film Ziarah sangat layak ditonton. Pengen peluk sutradaranya yang sukses mengarahkan pemeran mbah Sri - peran umur 95 thn.,film ziarah layak tonton ken peluk sutradara sukses arah per mbah sri peran umur 95 thn,True
53,0,Ya sudah tidur saja kecewa film nya bukan yang diharepin hufy,tidur kecewa film diharepin hufy,True
151,1,Berikut 5 film horor Indonesia berpendapatan tinggi dalam 10 tahun terakhir. Dapatkan tiket @DanurMovie di http://bit.ly/belidanur,5 film horor indonesia dapat 10 dapat tiket,True
144,1,Barusan bgt kelar nntn @filmziarah film lokal pertama yg gue tonton dan berhasil bikin nangis @bewe_bw speechless liat aktingnya @alitalit_,barusan kelar nntn film lokal tonton hasil nang speechless liat akting,True
57,0,sesal di dada nonton ini film...,sesal dada nonton film,True
39,0,karena ga respect kelakuan si dian sastro ...film itu jadi hambar.... ga bermutu...!!! ,ga respect laku dian sastro film hambar ga mutu,True
109,1,"pokoknya kalian harus nonton film kartini, asli KEREN ! @LegacyPictures @Hanungbramantyo nonton di bioskop ya, bikinnya susah loh",pokok nonton film kartini asli keren nonton bioskop bikin susah,True
181,1,nah ini. coba nonton filmnya deh. asik parah ,coba nonton film asik parah,True
42,0,"1. Insidious (2010) Meski creepy dan bagian awalnya bikin tegang, bagian akhir film ini justru terasa agak datar. Hal tersebut berpengaruh+",1 insidious 2010 creepy tegang film datar pengaruh,True
186,1,"Film The guys nya keren abiss bang @radityadika . Lucu dapet, romance nya dapet, dan sedih nya juga dapet.",film keren abiss lucu dapet romance dapet sedih dapet,True
167,1,"Gue udah nonton bang, sumpah pecah banget nih film karena berhasil bikin mewek nontonnya ? https://t.co/e9UbwUtbQJ",nonton sumpah pecah film hasil mewek nontonnya,True
142,1,"thanks for today @andibowooo :-* film #TheBossBaby bagus banget dapet feel nya dari lucu, ketawa , amazing pokonya ",thanks for today film thebossbaby bagus dapet feel lucu ketawa amazing poko,True
122,1,"Critical eleven film yang bagus. Dari cerita, pemain sampai gambarnya, semuanya bagus. Puas banget dah nontonnya.",critical eleven film bagus cerita main gambar bagus puas nontonnya,True
133,1,Nonton Film The Guys. Filmnya ngakak Abis ada sedihnya juga film dengan paket yg komplit hehehehe Sukses terus @radityadika,nonton film film ngakak sedih film paket komplit hehehehe sukses,True
163,1,#filmkartini @Hanungbramantyo sangat layak utk diapresiasi tinggi. Tak ada gading yg tak retak. Tp cuma retak samar. Film ini BAGUS!,filmkartini layak apresiasi gading retak retak samar film bagus,True
75,0,Kadang lebih gampang nilai film jelek ketimbang nilai film bagus. Mbuh.,kadang gampang nilai film jelek ketimbang nilai film bagus,True
146,1,Film Kartini bagus bangettt!!!! Wajib ditonton!,film kartini bagus wajib tonton,True
76,0,Ini film apa dah. Baru mulai udh bgni-_- jijk,film bgni jijk,True
9,0,Banyak yg kecewa abis nonton film ini :(,kecewa nonton film,True
74,0,"Abis nonton King Arthur. Temen gw pesen, sblm nonton ""loh, itu film jelek katanya"" jgn selalu percaya ama pesen yg ada unsur ""KATANYA"" ..",nonton king arthur temen gw sen sblm nonton film jelek jgn percaya sen unsur,True
186,1,"Film The guys nya keren abiss bang @radityadika . Lucu dapet, romance nya dapet, dan sedih nya juga dapet.",film keren abiss lucu dapet romance dapet sedih dapet,True
145,1,Bahagia telah dipertemukan dengan film keren ini ,bahagia temu film keren,True
7,0,"Kecewa dgn salah satu aktornya yg ternyata pendukung penista agama. Ah, saya harus bersabar utk tak menonton film ini.",kecewa aktor dukung nista agama sabar tonton film,True
